text,emotion,clean_text
i feel like the projects that im successful in are projects that did not involve specific requirement free choice,joy,feel like project im successful project involve specific requirement free choice
i could feel my feet getting agitated once i got to the metropolitan pavilion,anger,could feel foot getting agitated got metropolitan pavilion
i cant get wrapped up in that kind of crap tv because my brain starts getting mushy and i feel feverishly hostile,anger,cant get wrapped kind crap tv brain start getting mushy feel feverishly hostile
i feel like i missed that ship when it sailed,sadness,feel like missed ship sailed
i always feel a bit triumphant when i find a gift for my youngest brother that is not a movie or a video game or anything similar to those two,joy,always feel bit triumphant find gift youngest brother movie video game anything similar two
i thought i would love wearing s trousers but instead i feel amazing in vintage inspired dresses,joy,thought would love wearing trouser instead feel amazing vintage inspired dress
i have been anticipating so i am somewhat surprised uncertain and to some degree annoyed about their presence in my daily experience especially in light of the fact that i have at other times been feeling more joyful and confident in my abilities as a loving human being than ever before,joy,anticipating somewhat surprised uncertain degree annoyed presence daily experience especially light fact time feeling joyful confident ability loving human ever
i feel offended by this girl,anger,feel offended girl
i feel slightly naughty holding this cd seeing as it doesnt officially release until tuesday,love,feel slightly naughty holding cd seeing doesnt officially release tuesday
i wanna scream out my feelings that i keep until it bleeds the life is sometimes prejudiced it kills happiness thus it becomes even worst feeling like the life is now meaningless why should i be the victim,sadness,wanna scream feeling keep bleeds life sometimes prejudiced kill happiness thus becomes even worst feeling like life meaningless victim
i feel more peaceful and together than i have,joy,feel peaceful together
im feeling lousy right now,sadness,im feeling lousy right
i love and hug on him and try to make him feel valued so he can grow up a secure man in a world that is constantly shifting,joy,love hug try make feel valued grow secure man world constantly shifting
i have only a few short weeks here and im feeling many things including sentimental and very grateful for the year ive spent here,sadness,short week im feeling many thing including sentimental grateful year ive spent
i have quite amount of friends here but yet how can i feel so lonely,sadness,quite amount friend yet feel lonely
ill go because it warms my muscles and i always laugh in the midst of our quirky little inter generational exercise family and after six months im a regular which reminds me that ive accomplished the epic feat of no longer feeling in some way intimidated when i go to the gym,fear,ill go warms muscle always laugh midst quirky little inter generational exercise family six month im regular reminds ive accomplished epic feat longer feeling way intimidated go gym
im feeling as though this is all pretty boring,sadness,im feeling though pretty boring
i feel very uncomfortable around people with down syndrome,fear,feel uncomfortable around people syndrome
i feel melancholy always the period plus just dont feel like myself,sadness,feel melancholy always period plus dont feel like
i remember feeling dirty after the swallow bridgewater race and i wasnt even paying too close attention to it,sadness,remember feeling dirty swallow bridgewater race wasnt even paying close attention
i feel pretty jaded lately with the pace of my life so i dont mind doing something fun like killing zombies in real life xd but if it dont happen then more reason for me to get off my butt and do something fun,sadness,feel pretty jaded lately pace life dont mind something fun like killing zombie real life xd dont happen reason get butt something fun
i feel eager to do,joy,feel eager
i am feeling very satisfied with where i am heading with my training and cannot wait to see where this journey continues to ta,joy,feeling satisfied heading training cannot wait see journey continues ta
i feel drops of sweat break out on my forehead and i contemplate doing anything taking anything taking everything to cool the reactor,joy,feel drop sweat break forehead contemplate anything taking anything taking everything cool reactor
i feel so so heartbroken,sadness,feel heartbroken
im all too familiar with as it leaves me feeling lost and off any form of solid ground,sadness,im familiar leaf feeling lost form solid ground
i always feel devastated when shows close because it feels like more than just the ending of a production,sadness,always feel devastated show close feel like ending production
i feel we should not be supporting these rebels in a violent manner at all and particularly not give them weapons or funding,love,feel supporting rebel violent manner particularly give weapon funding
i feel as though i am going to be victimized,sadness,feel though going victimized
i can tell you the things i don t feel that maybe i should be feeling but i can t really put my finger on the cause of my being shaken,fear,tell thing feel maybe feeling really put finger cause shaken
i remember feeling shocked by the emotions because after all i was pregnant too and at that point we had no reason to think anything was wrong,surprise,remember feeling shocked emotion pregnant point reason think anything wrong
i know for a fact that happiness will forever be alien to me i still feel heartbroken,sadness,know fact happiness forever alien still feel heartbroken
i feel when seeing a child suffering this way,sadness,feel seeing child suffering way
i received a wt txl and sage that i bought for what i feel is a terrific price from one of the esteemed members at the ultralight fly fishing forum,joy,received wt txl sage bought feel terrific price one esteemed member ultralight fly fishing forum
i am not comfortable with are the individuals who feel that the newcomers should throw away what they have valued back in their home country and abide by whats deemed as normal here,joy,comfortable individual feel newcomer throw away valued back home country abide whats deemed normal
i feel like im collapsing slowly like a bouncy castle with a small tear,joy,feel like im collapsing slowly like bouncy castle small tear
i actually feel insulted when the plot goes off on a tangent like that,anger,actually feel insulted plot go tangent like
im just feeling particularly obnoxious tonight,anger,im feeling particularly obnoxious tonight
i feel you jerked a little surprised at the hand that touched you,surprise,feel jerked little surprised hand touched
i have never known a love like the love i feel for you sweet emma and benjamin,love,never known love like love feel sweet emma benjamin
i feel somewhat victimized,sadness,feel somewhat victimized
i can feel what it feels like being a girl in hypnosis only and be perfect and normal in real life,joy,feel feel like girl hypnosis perfect normal real life
i look at myself and feel dissatisfied,anger,look feel dissatisfied
i feel a little stressed and lost just waiting for an idea to come,sadness,feel little stressed lost waiting idea come
i can not see friends and for the most part i feel like leaving my bedroom could be dangerous,anger,see friend part feel like leaving bedroom could dangerous
i feel the need to emphasize these things at the moment because of how grumpy i have been this last week,anger,feel need emphasize thing moment grumpy last week
im feeling so unsure when things are pressing in about me comes a gentle voice so still,fear,im feeling unsure thing pressing come gentle voice still
i feel scared rather than curl up like a threatened porcupine,fear,feel scared rather curl like threatened porcupine
i cant escape the tears of sadness and just true grief i feel at the loss of my sweet friend and sister,joy,cant escape tear sadness true grief feel loss sweet friend sister
i got to feel something so amazing and powerful that made me feel an incredible sense of happiness and contentment that i did not believe existed,joy,got feel something amazing powerful made feel incredible sense happiness contentment believe existed
i know im not in the best place of my life still dealing with the infertility issue but i feel i have a lot to be thankful for,joy,know im best place life still dealing infertility issue feel lot thankful
i can find and plan to do something with them as i feel the landscape of the aftermath is vital to this genre s appeal,joy,find plan something feel landscape aftermath vital genre appeal
i lost him i realized that i really didnt have anything to fear and that in reality he was the one person that was helping me to trust again because i would tell him how i felt and he would give me back the same and it was starting to feel safe,joy,lost realized really didnt anything fear reality one person helping trust would tell felt would give back starting feel safe
i paused feeling that what would come next would be fake,sadness,paused feeling would come next would fake
i dont have a god to turn to doesnt mean i dont feel offended by that,anger,dont god turn doesnt mean dont feel offended
i feel myself caring and wondering more than them,love,feel caring wondering
i am thankful that i feel well emotionally,joy,thankful feel well emotionally
i almost inexplicably burst into tears in front of my mother its kind of a long story unfounded guilt about feeling ungrateful earlier today but ive been cleaning and trying to keep myself active so i dont keep falling back into slumps,sadness,almost inexplicably burst tear front mother kind long story unfounded guilt feeling ungrateful earlier today ive cleaning trying keep active dont keep falling back slump
i have no doubt they would dial feeling threatened,fear,doubt would dial feeling threatened
im feeling exceptionally brave that day to tell the husband that i need to buy it because i like it and nothing else,joy,im feeling exceptionally brave day tell husband need buy like nothing else
i just feel like i was foolish ignoring warnings about cell phones,sadness,feel like foolish ignoring warning cell phone
i feel like i was convinced to spend the night alone it was not my choice i was wrongfully lead astray,joy,feel like convinced spend night alone choice wrongfully lead astray
i was feeling paranoid tonight so i had to check my blog stats,fear,feeling paranoid tonight check blog stats
i was rather calm after writing down how i truly feel so was not as agitated as sonia yixuan and atiqah,anger,rather calm writing truly feel agitated sonia yixuan atiqah
i got the feeling that the person on the other end hated me,anger,got feeling person end hated
i have told her many times as well as given her gifts that say exactly how i feel about my precious girl,joy,told many time well given gift say exactly feel precious girl
im feeling a little shaky because im going to give a speech at jens retirement lunch shortly and i dont want to cry,fear,im feeling little shaky im going give speech jens retirement lunch shortly dont want cry
ive told my mom and my friends and they all react as if i told them im joining the circus and it makes me feel so isolated,sadness,ive told mom friend react told im joining circus make feel isolated
i cant feel complacent,joy,cant feel complacent
i was feeling amorous,love,feeling amorous
im back to watching running man and i love it i got back the feeling of why i loved running man,love,im back watching running man love got back feeling loved running man
i feel so glad talking to them because they help me learning japanese through conversation and help me speaking english nicer and more frequently,joy,feel glad talking help learning japanese conversation help speaking english nicer frequently
im feeling good now,joy,im feeling good
i realised something was wrong when i started to feel everyone hated me and was saying things about me and only wanted to talk to me because they pitied me,anger,realised something wrong started feel everyone hated saying thing wanted talk pitied
i feel like this really heartbroken little year old all over again she explained,sadness,feel like really heartbroken little year old explained
i feel a bit reluctant having to say anything at all because a popular blogger who i share similarities with had beat me to the chase,fear,feel bit reluctant say anything popular blogger share similarity beat chase
i feel so privileged to have experienced all the lovely places ive been able to visit throughout the last few years,joy,feel privileged experienced lovely place ive able visit throughout last year
i still feel constantly paranoid and anxious i keep wanting to go on facebook to check he hasn t been back on there i keep wanting to go through the texts on his phone i feel edgy when he s at work and want him to come straight home to me,fear,still feel constantly paranoid anxious keep wanting go facebook check back keep wanting go text phone feel edgy work want come straight home
i feel not loved i always get kicked around or shoved,love,feel loved always get kicked around shoved
i know it meant that i will get ignored more and that i will have that feeling more still i did keeping all the sadness and all the ignored feeling,sadness,know meant get ignored feeling still keeping sadness ignored feeling
i am feeling very lethargic although still trying to get to the gym today but almost all my time seems to be now in a strange chilled out ambience,sadness,feeling lethargic although still trying get gym today almost time seems strange chilled ambience
i feel so ugly and ashamed img src http s,sadness,feel ugly ashamed img src http
im feeling cranky cantankerous and resentful like a house slave basically almost all the mothers i know rely heavily on either alcohol marijuana or separation divorce to get some space and sanity for themselves away from their maternal responsibilities,anger,im feeling cranky cantankerous resentful like house slave basically almost mother know rely heavily either alcohol marijuana separation divorce get space sanity away maternal responsibility
i think back to everything that happened in the book im left feeling stunned,surprise,think back everything happened book im left feeling stunned
i remember him feeling discouraged,sadness,remember feeling discouraged
i just feel like no one cares and no one can be bothered to make the effort and meet up,anger,feel like one care one bothered make effort meet
i knew something was off as i have been feeling so bad,sadness,knew something feeling bad
im feeling like the lunches are dull,sadness,im feeling like lunch dull
i feel unsure because my financial future thanks to the stupid law is at this point partly dependent on js integrity rejected and jilted by j after we took vows unsure and even a little worried about getting passport ability to do so,fear,feel unsure financial future thanks stupid law point partly dependent j integrity rejected jilted j took vow unsure even little worried getting passport ability
i started going down the adventure feeling totally ludicrous and wondering if this wasnt all just a waste of my time thats when i saw this screenshot,surprise,started going adventure feeling totally ludicrous wondering wasnt waste time thats saw screenshot
i bring this up because i am feeling increasingly nostalgic for a game ive never played,love,bring feeling increasingly nostalgic game ive never played
i feel excited to be serving on a team of committed individuals who are dedicated to youth development and environmental education,joy,feel excited serving team committed individual dedicated youth development environmental education
im starting to feel less like i have a cute little bump and more like i have a bigger belly,joy,im starting feel less like cute little bump like bigger belly
i feel dumb but happy,sadness,feel dumb happy
i feel really lucky to be part of it,joy,feel really lucky part
i feel like so much of my life has been rushed through like just the means to an end and now it feels like i am enjoying everything i possibly can for what it truly is,anger,feel like much life rushed like mean end feel like enjoying everything possibly truly
i just feel like you got to pay to play sweetheart because i dont know not one person in my life that has been faithful,joy,feel like got pay play sweetheart dont know one person life faithful
i was in the firm i feel passionate about what i am doing because it challenges my mind and intellect to solve some design problems and be around architects and designers really helped to create a conducive environment,love,firm feel passionate challenge mind intellect solve design problem around architect designer really helped create conducive environment
i feel i cant talk move sometimes even breath with the fear of some kind of rude hateful comment,anger,feel cant talk move sometimes even breath fear kind rude hateful comment
i was not feeling respected by him,joy,feeling respected
i think are close to me as online friends also feel they still very curious about me,surprise,think close online friend also feel still curious
i feeling shy,fear,feeling shy
i feel like its petty to be worried about it,anger,feel like petty worried
i feel fantastic at a weight higher than than that is where i will stay,joy,feel fantastic weight higher stay
i will have spontaneous bouts of needing to feel productive or at least busy and i have nothing to do,joy,spontaneous bout needing feel productive least busy nothing
i just wanted to feel beloved at that moment,love,wanted feel beloved moment
i have mixed feelings about this single but i am glad to see her working again,joy,mixed feeling single glad see working
i didn t see anything but as i touched i could feel that your body was so delicate,love,see anything touched could feel body delicate
i should be sad about all these things upset feeling ungrateful,sadness,sad thing upset feeling ungrateful
i promise keep it real whatevers on my mind i m a speak on how i feel stay truthful and never lie u and i wont ever keep no secrets no matter whatever,joy,promise keep real whatevers mind speak feel stay truthful never lie u wont ever keep secret matter whatever
i was feeling homesick and somewhat wondering what i am doing here,sadness,feeling homesick somewhat wondering
i feel blessed to be his sister,joy,feel blessed sister
i feel the need to write even though i really have nothing important to say,joy,feel need write even though really nothing important say
im sure it feels wonderful,joy,im sure feel wonderful
i probably should have written this closer to thanksgiving but i was busy and frankly not feeling particularly lucky,joy,probably written closer thanksgiving busy frankly feeling particularly lucky
im feeling the fight as i struggle with feelings that im sure are not right,joy,im feeling fight struggle feeling im sure right
i went to german class and it made me feel so idiotic,sadness,went german class made feel idiotic
i was feeling pretty cranky and down and all i could think of what how much better i feel when i cut my hair off,anger,feeling pretty cranky could think much better feel cut hair
i made for the bee has left me feeling pretty terrific,joy,made bee left feeling pretty terrific
i searched long and hard for a bad review telling me that i shouldnt buy into something i feel so apprehensive about but i only found that people loved and swore by f,fear,searched long hard bad review telling shouldnt buy something feel apprehensive found people loved swore f
i started feeling my left arm aching,sadness,started feeling left arm aching
i top out the climb feeling invigorated,joy,top climb feeling invigorated
i feel so lousy and useless in my class,sadness,feel lousy useless class
i feel like it may have been a missed opportunity too,sadness,feel like may missed opportunity
i feel terrible about the whole situation,sadness,feel terrible whole situation
i swallowed my feelings trusting him,joy,swallowed feeling trusting
i am feeling extraordinarily jolly today,joy,feeling extraordinarily jolly today
i didn t know it was possible to feel more terrified,fear,know possible feel terrified
i friends helping them to dress up and practise their thai introduction session while i sat there feeling helpless,fear,friend helping dress practise thai introduction session sat feeling helpless
i feel that many not all but many of the partners i work with are really talented,joy,feel many many partner work really talented
ive done while not writing was had flowers delivered to someone just because brought a meal to a new mom on a day she was feeling overwhelmed and now im stumped trying to remember what has been done,surprise,ive done writing flower delivered someone brought meal new mom day feeling overwhelmed im stumped trying remember done
i guess so walking around feeling cranky and mad,anger,guess walking around feeling cranky mad
i feel like im over reacting by feeling so gloomy about it all,sadness,feel like im reacting feeling gloomy
i cried like an effing baby for half the day and just sat in bed again so depressed stressing over the decisions i make and everything is oh so focused on me i feel when really i cant be blamed for this,sadness,cried like effing baby half day sat bed depressed stressing decision make everything oh focused feel really cant blamed
i feel so lucky to be guest posting for kristi over at a href http www,joy,feel lucky guest posting kristi href http www
i feel stress being relieved each time i run on the treadmill or swim in our multi coloured pool every other day,joy,feel stress relieved time run treadmill swim multi coloured pool every day
i feel so eager for the rest of the photos to come in,joy,feel eager rest photo come
i have no idea why but i get gastric pain when i feel stressed up,anger,idea get gastric pain feel stressed
i would already begin to feel calm again and think that the one drink worked,joy,would already begin feel calm think one drink worked
i am feeling very confident as of late,joy,feeling confident late
i have essentially at least in my mind solved these design problems i just don t fucking feel like working them out in all their iterations i just feel like i can t be bothered leave that shit to the junior designers,anger,essentially least mind solved design problem fucking feel like working iteration feel like bothered leave shit junior designer
i feel uncertain about everything,fear,feel uncertain everything
i hope she feels my presence with her and is assured that her girl loves her fiercely,joy,hope feel presence assured girl love fiercely
i feel so un smart yo,joy,feel un smart yo
i feel like my relationship with christ has been shaky,fear,feel like relationship christ shaky
i am working for but that work requires opportunity certain freedoms of expression and of movement and i may sound paranoid by saying this but i feel those freedoms threatened and more and more each day,fear,working work requires opportunity certain freedom expression movement may sound paranoid saying feel freedom threatened day
i didnt feel much maybe just a sting but i was terrified because i didnt know if it was going to hurt or not if there would be a problem and if he knew what he was doing really who does in this situation,fear,didnt feel much maybe sting terrified didnt know going hurt would problem knew really situation
i think if youre sad a top tip is to eat lots and lots and lots and lots of it until you feel very satisfied and a maybe a bit queasy,joy,think youre sad top tip eat lot lot lot lot feel satisfied maybe bit queasy
im stressed angry upset to the point where im feeling numb but one more bad thing is sure to set me over the edge,sadness,im stressed angry upset point im feeling numb one bad thing sure set edge
i feel like myself whoever that is again and i m delighted about that,joy,feel like whoever delighted
i then immediately have feelings of guilt for having those selfish thoughts and my practical side appears how could i do that who would take care of the kids and my parents,anger,immediately feeling guilt selfish thought practical side appears could would take care kid parent
i went down superdrug it was usually make up or sometimes bunches of hair bands or if i was feeling brave some of them metal hair clips with the flowers stuck on,joy,went superdrug usually make sometimes bunch hair band feeling brave metal hair clip flower stuck
i adore who watches my gift list and when he knows im feeling unloved he surprises me like this,sadness,adore watch gift list know im feeling unloved surprise like
i feel a bit of sadness or loss i just remind myself that love is never lost no person is every lost and all is well,sadness,feel bit sadness loss remind love never lost person every lost well
i had this crazy idea that all of that water slogging around in my stomach would make me feel crappy so i kept my sips to an absolute minimum,sadness,crazy idea water slogging around stomach would make feel crappy kept sip absolute minimum
i also love to be complimented substantially more when i feel like i look shitty,sadness,also love complimented substantially feel like look shitty
i am so burdened to be a spiritual father to all generations and i really feel impressed that each and every believer should do so,surprise,burdened spiritual father generation really feel impressed every believer
i feel absolutely splendid right now,joy,feel absolutely splendid right
i feel a radiant and grounded presence of truth beauty and goodness,joy,feel radiant grounded presence truth beauty goodness
i feel dull and tired and blah about this school stuff i thought so important at the start of the school year,sadness,feel dull tired blah school stuff thought important start school year
ive slowed down i take time to listen to my child and be in the moment and not feel like i need to immediately update my status on fb about the cute thing she did,joy,ive slowed take time listen child moment feel like need immediately update status fb cute thing
i didn t really feel awkward at all,sadness,really feel awkward
im not going to fix things with ml either by feeling awkward and frustrated and annoyed at some things she does,sadness,im going fix thing ml either feeling awkward frustrated annoyed thing
i remember feeling overwhelmed and noted the particular smell off the city mostly cigarettes and people with wafts of charred something,surprise,remember feeling overwhelmed noted particular smell city mostly cigarette people waft charred something
i didnt feel brave or confident coming out of the mass,joy,didnt feel brave confident coming mass
i spent a lot of my childhood feeling completely frightened of her but i remember a lot of good things too,fear,spent lot childhood feeling completely frightened remember lot good thing
i had a quarrel with my parents i was convinced to be right,anger,quarrel parent convinced right
my classmate got a b for his homework while i only got a c when we got the results he acted as if he did not merit this grade i found that his humility was hypocritical and i found it disgusting,anger,classmate got b homework got c got result acted merit grade found humility hypocritical found disgusting
i made my own recipe cards and included little gift cards for friends far away so we could feel like we were having coffee and a delicious treat together if i can do this on the computer anyone can,joy,made recipe card included little gift card friend far away could feel like coffee delicious treat together computer anyone
i were both feeling homesick so we decided to venture to a relatively new part of town,sadness,feeling homesick decided venture relatively new part town
i volunteer at bard and always feel respected,joy,volunteer bard always feel respected
i feel like i m falling quicker and quicker but i m not quite sure what i m falling into i m calling it love because that s what it feels like since my heart is beating rapidly and i can t seem to keep this tiny little smile off my face no matter what hour of the day,joy,feel like falling quicker quicker quite sure falling calling love feel like since heart beating rapidly seem keep tiny little smile face matter hour day
i always feel like i should look cute when i vote,joy,always feel like look cute vote
i feel obama is simply because hillary is so hated by so many,sadness,feel obama simply hillary hated many
i miss everybody i am still feeling relieved because i am pretty sure i will be able to catch up on much needed sleep that has eluded me the last couple of days,joy,miss everybody still feeling relieved pretty sure able catch much needed sleep eluded last couple day
i get the feeling were being tortured,anger,get feeling tortured
ive been feeling an aching loss a void in my life in the place that she filled,sadness,ive feeling aching loss void life place filled
i do like riding on brooms but there is something about just sitting and holding colin and feeling the wind in my hair that is quite pleasant,joy,like riding broom something sitting holding colin feeling wind hair quite pleasant
i truly feel blessed to be sharing our first thanksgiving day together and we have many many blessings to be thankful for,joy,truly feel blessed sharing first thanksgiving day together many many blessing thankful
i almost feel like i missed this month but when thinking of what i actually did it sure wasnt wasted my sister got married,sadness,almost feel like missed month thinking actually sure wasnt wasted sister got married
i didn t feel like there was something i missed and i take back all the things i said to make you feel like that and i just wish that i didn t feel like there was something i missed and i take back all the things that i said to you,sadness,feel like something missed take back thing said make feel like wish feel like something missed take back thing said
i was a little teary and feeling a little sorry for myself,sadness,little teary feeling little sorry
im feeling a bit distressed about it,fear,im feeling bit distressed
i know it is really hard on him to not be here i think he feels like he misses out on a lot with our sweet girl,joy,know really hard think feel like miss lot sweet girl
i seriously feel like a prisoner and i feel awfully gloomy when im in school thats why i always want to get out of the gates as early as possible,sadness,seriously feel like prisoner feel awfully gloomy im school thats always want get gate early possible
i feel like i should rely entirelly on gods word yet i am impatient to wait,anger,feel like rely entirelly god word yet impatient wait
i am feeling mad at him as he didnt reply got me very worried,anger,feeling mad didnt reply got worried
i was not aware of his point of view as a white european who had undertaken this trip as a fulfillment of a childhood dream but maybe because of this awareness i was able to feel the tragic dawning marlowe experiences of humanitys ruthless rapacity and greed,sadness,aware point view white european undertaken trip fulfillment childhood dream maybe awareness able feel tragic dawning marlowe experience humanity ruthless rapacity greed
i feel that i m indulging him at times nor does it help that when we started talking his approach was more friend zone friendly than an i want to date you approach,joy,feel indulging time help started talking approach friend zone friendly want date approach
i feel peaceful like i shall grow wings and fly away,joy,feel peaceful like shall grow wing fly away
i feel like starting with my name is susanna but i dont want to be that boring,sadness,feel like starting name susanna dont want boring
i feel with my precious little girls arms wrapped so tightly around my neck,joy,feel precious little girl arm wrapped tightly around neck
i dont know who wrote the following little note but this is how i feel today if u r offended by the following posting then you obviously have not lived long enough to be compromised on how you act or believe,anger,dont know wrote following little note feel today u r offended following posting obviously lived long enough compromised act believe
i was feeling extremely horny while out of town visting some friends of mine in south florida,love,feeling extremely horny town visting friend mine south florida
i can feel dazed by all those choices so much so i find myself standing still in front of that blank page unable to make a move,surprise,feel dazed choice much find standing still front blank page unable make move
i feel so beaten down,sadness,feel beaten
i am feeling some divine intervention at work here,joy,feeling divine intervention work
i was devestated would be a grave disservice to my feelings as i can never recall being quite so heartbroken again in my life,sadness,devestated would grave disservice feeling never recall quite heartbroken life
i feel like i got resentful and tired and i just wanted to talk to him so badly,anger,feel like got resentful tired wanted talk badly
i had a feeling he wouldn t be friendly about it,joy,feeling friendly
i feel amazed because when he watch his victim intensely the lying blonde has a pretty face like a girl his skin so smooth his lips so soft and pink and,surprise,feel amazed watch victim intensely lying blonde pretty face like girl skin smooth lip soft pink
i m being reserved kind i feel so loads and loads and loads of mood swings i am not caring eh,love,reserved kind feel load load load mood swing caring eh
i feel aching andangry,sadness,feel aching andangry
i hope to see or feel a mad glint in your eye because some madness some pathological curiosity is needed,anger,hope see feel mad glint eye madness pathological curiosity needed
i feel for you i feel sorry for those who think autistics have no ability to empathize,sadness,feel feel sorry think autistics ability empathize
im not appreciative enough does not love and care for myself enough and does not feel contented of what i have now i will never be happy,joy,im appreciative enough love care enough feel contented never happy
i am at a point where i dread anyone asking me for anything because i feel like it is just one more opportunity for me to fail at something and that is a very horrible place for me to be,sadness,point dread anyone asking anything feel like one opportunity fail something horrible place
i overslept and the hangover kicked in mid morning im still feeling extremely delicate,love,overslept hangover kicked mid morning im still feeling extremely delicate
i feel that i am not accepted and am forced to hide this part of who i am,love,feel accepted forced hide part
i feel somehow reassured to a href http www,joy,feel somehow reassured href http www
i must admit that tonight i am feeling a bit homesick for my little,sadness,must admit tonight feeling bit homesick little
i can see a lot of strain on people i can tell they are feeling pretty shitty or not what they are supposed to be pretending,sadness,see lot strain people tell feeling pretty shitty supposed pretending
i started to drape the ties on and get a feel for how it would look and i hated it,sadness,started drape tie get feel would look hated
i feel a conection between my beloved letter and the beloved envelope that i have customized,joy,feel conection beloved letter beloved envelope customized
i have been starting to feel drained,sadness,starting feel drained
i hate it i am feeling bothered by my boob size,anger,hate feeling bothered boob size
i feel whiney winey lush lush i just know everyone thinks im scummy and annoying,sadness,feel whiney winey lush lush know everyone think im scummy annoying
i think there s nobody there but when i reach there i feel suspicious,fear,think nobody reach feel suspicious
i didnt know what to feel except ashamed of myself for not feeling sorrow,sadness,didnt know feel except ashamed feeling sorrow
i set off feeling fab and ran first section pretty well,joy,set feeling fab ran first section pretty well
im supposed to feel sympathetic to a child killer,love,im supposed feel sympathetic child killer
i feel an emotional reaction but a lot of times that emotion is accompanied by a physical reaction as well,sadness,feel emotional reaction lot time emotion accompanied physical reaction well
i mean change is great though unless i feel like i am not alone in what i experience with having high functioning autism it s scary to make decisions and to want to work on myself in order to be the person i want to be,sadness,mean change great though unless feel like alone experience high functioning autism scary make decision want work order person want
i feel like im becoming the most dull witless stupid zombie by spending my life with him and his friends,sadness,feel like im becoming dull witless stupid zombie spending life friend
i would want them to know either i feel it isn t that important to know who had hurt me this much anymore,joy,would want know either feel important know hurt much anymore
i am by no means very claustrophobic when crunched up like that i can t help but feel a little agitated,fear,mean claustrophobic crunched like help feel little agitated
i have been busy pleasing people which i currently feel so regretful about today,sadness,busy pleasing people currently feel regretful today
i thought id make a list of ways that you could celebrate today whether youre ready to be your creative self your activist self your worker self or you just need some ways to feel festive,joy,thought id make list way could celebrate today whether youre ready creative self activist self worker self need way feel festive
i am kind of feeling melancholy because of the recent tragedy in bontoc you know when we were there you do get the feeling that every turn is the last turn you are ever going to make in your life,sadness,kind feeling melancholy recent tragedy bontoc know get feeling every turn last turn ever going make life
i feel that the message is too lame or something,sadness,feel message lame something
i feel wonderful after seeing all these sweet ribbon prices,joy,feel wonderful seeing sweet ribbon price
i start to daydream about accidentally hitting the end call button that i recently took up flossing after a year sabbatical and it has made me feel strangely superior,joy,start daydream accidentally hitting end call button recently took flossing year sabbatical made feel strangely superior
i am feeling mega contented after sort of completing my project,joy,feeling mega contented sort completing project
im just sick of feeling unwelcome here,sadness,im sick feeling unwelcome
i know i have been affected by it and the importance of beauty is embedded so deeply in me that i don t think i will ever stop feeling inadequate in some ways for not measuring up to society s narrow and unattainable view of beauty,sadness,know affected importance beauty embedded deeply think ever stop feeling inadequate way measuring society narrow unattainable view beauty
i had picked oxbow in the kentucky derby two weeks ago but he turned up as the longest bet for the preakness today and i just had a feeling that the lucas stevens combination wouldnt be beaten,sadness,picked oxbow kentucky derby two week ago turned longest bet preakness today feeling lucas stevens combination wouldnt beaten
i know i have an international audience but even now i feel pleasantly shocked that i can reach certain parts of the world,surprise,know international audience even feel pleasantly shocked reach certain part world
i wanna tell you how i feel but im scared,fear,wanna tell feel im scared
i just didnt feel inspired,joy,didnt feel inspired
i feel nothing just empty until the nothing becomes something just a deep ache longing to be filled,sadness,feel nothing empty nothing becomes something deep ache longing filled
i have nothing but respect for not only jerry sloan but the utah jazz as a whole i feel wronged that we were forced to stomach this series,anger,nothing respect jerry sloan utah jazz whole feel wronged forced stomach series
i wept with my grandparents who prayed for me by phone that i would feel gods presence to which i replied that i felt so punished,sadness,wept grandparent prayed phone would feel god presence replied felt punished
i feel like i should mention there was another sweet family with us,joy,feel like mention another sweet family u
i feel frightened or anxious,fear,feel frightened anxious
i always feel like i need drugs after which is funny cuz its a health food store,surprise,always feel like need drug funny cuz health food store
i feel her longing to be touched and all that but really with the guy who wanted to control you and make you kill other people,love,feel longing touched really guy wanted control make kill people
i wonder why people feel the need to make up stories to be amazed at the miracles around us every day,surprise,wonder people feel need make story amazed miracle around u every day
i along happy peaceful feeling fantastic,joy,along happy peaceful feeling fantastic
i hope you feel a little more glamorous after reading todays pinterest loves,joy,hope feel little glamorous reading today pinterest love
i came back from the holidays feeling invigorated and inspired,joy,came back holiday feeling invigorated inspired
i hate being in an environment where im constantly feeling rejected cast aside and forgotten e,sadness,hate environment im constantly feeling rejected cast aside forgotten e
i am still glad to help when someone asks makes me feel complacent at least i am good at something,joy,still glad help someone asks make feel complacent least good something
i just mean it in a logistics sort of way i feel like i cant take one more frantic non stop day,fear,mean logistics sort way feel like cant take one frantic non stop day
i guess ill quit the predictions and quit feeling doomed,sadness,guess ill quit prediction quit feeling doomed
i have this crush on my bus mate and i feel strange about it because i used to despise him,fear,crush bus mate feel strange used despise
i feel like ive reached the point where we are doing more emotional damage than health fixing especially since you know we arent cathing,sadness,feel like ive reached point emotional damage health fixing especially since know arent cathing
i remember feeling very very disturbed by the images,sadness,remember feeling disturbed image
i do these days that makes me feel a little uncertain about the future the pressures that pierce me deep the feeling of being completely isolated from the world i used to glory in and all the thrills that go with it,fear,day make feel little uncertain future pressure pierce deep feeling completely isolated world used glory thrill go
im feeling a craving for a naughty sweet snack this is what i choose,love,im feeling craving naughty sweet snack choose
i hate myself for feeling so listless about my classwork,sadness,hate feeling listless classwork
